,tweet,language,mentions
2590,ms fawzia koofi former deputy speaker of parliament amp member of parliament afghanistan is speaking in the india foundation web dialogue on managing the covid pandemic experiences from the neighbourhood,en,"[{'screen_name': 'fawziakoofi77', 'name': 'fawzia koofi', 'id': '835052755'}]"
2591,mr minister of state for foreign affairs govt of bangladesh is speaking in the india foundation web dialogue and sharing the experiences of bangladesh in managing the covid pandemic,en,"[{'screen_name': 'mdshahriaralam', 'name': 'md. shahriar alam', 'id': '585713901'}]"
2592,,und,[]
2593,today evening minister of state for foreign affairs govt of bangladesh ms fawzia koofi former deputy speaker of parliament afghanistan amp dr seetha arambepola former governor of western province sri lanka will speak in the india foundation web dialogue,en,"[{'screen_name': 'mdshahriaralam', 'name': 'md. shahriar alam', 'id': '585713901'}]"
2594,rt why do we need a bihar young thinkers forum bytf connect coordinate amp collaborate,en,"[{'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}, {'screen_name': 'biharytf', 'name': 'biharyoungthinkersforum', 'id': '1267325514642976769'}]"
2595,video watch the keynote address delivered by amb jawed ashraf high commissioner of india to singapore in the asean india youth dialogue on june via video conferencing organised by india foundation,en,"[{'screen_name': 'jawedashraf5', 'name': 'jawed ashraf', 'id': '718757829570506752'}, {'screen_name': 'indiainsingapor', 'name': 'india in singapore', 'id': '877337100'}]"
2596,text of valedictory address delivered by shri v muraleedharan hon ble minister of state for external affairs govt of india in the asean india youth dialogue virtual organised by india foundation,en,"[{'screen_name': 'vmbjp', 'name': 'v muraleedharan / വി മുരളീധരൻ', 'id': '78312924'}, {'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
2597,us withdrawal from afghanistan implications for india an article by shri alok bansal director india foundation,en,"[{'screen_name': 'alok795', 'name': 'alok bansal', 'id': '54621870'}]"
2598,,und,[]
2599,video shri v muraleedharan hon ble minister of state for external affairs govt of india delivered the valedictory address in the asean india youth dialogue via video conferencing organised by india foundation from june,en,"[{'screen_name': 'vmbjp', 'name': 'v muraleedharan / വി മുരളീധരൻ', 'id': '78312924'}, {'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
2600,impact of covid on the countries of indian ocean region a report authored by mr siddharth singh amp ms deeksha goel senior research fellow india foundation report download link,en,"[{'screen_name': 'goeldeeksha', 'name': 'deeksha goel', 'id': '603797876'}]"
2601,listen to this where mr shaida mohammad abdali former afghan ambassador to india and former deputy nsa of afghanistan speaks on us taliban peace deal the road ahead,en,"[{'screen_name': 'shaidaabdali', 'name': 'dr shaida abdali', 'id': '2532410874'}]"
2602,listen to this where shri m j akbar speaks about his latest book gandhi s hinduism the struggle against jinnah s islam,en,"[{'screen_name': 'mjakbar', 'name': 'm.j. akbar', 'id': '141496671'}]"
2603,listen to this where amb harsh vardhan shringla foreign secretary govt of india spells out the efforts being made by the ministry of external affairs to deal with the corona virus pandemic,en,"[{'screen_name': 'harshvshringla', 'name': 'harsh v shringla', 'id': '4817560872'}, {'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}]"
2604,listen to this where we bring to you a panel discussion on india china border issues with amb amb lt gen devraj anbu and amb as speakers and the session is moderated by shri,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2605,creating opportunities in a crisis madhya pradesh is at a very crucial juncture where it has to focus on the future while living through the present an article by mr rohit kumar research fellow india foundation article link,en,[]
2606,invitation india foundation invites you to the india foundation web dialogue on managing the covid pandemic experiences from the neighbourhood on june speakers md shahriar alam ms fawzia koofi dr seetha arambepola registration link,en,[]
2607,ms b shruti rao research fellow india foundation and assistant editor india foundation journal moderated the panel discussion on day of the asean india youth dialogue organised by india foundation via video conferencing,en,"[{'screen_name': 'bshrutirao', 'name': 'b shruti rao', 'id': '1206813505954799616'}]"
2608,day long virtual asean india youth dialogue organised by india foundation concluded with valedictory address by shri v muraleedharan inaugural address was delivered by shri ms vijay thakur singh secretary east delivered the special address,en,"[{'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}, {'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}]"
2609,mr robin carlo reyes philippines made his presentation in the panel discussion session in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2610,ms nurul hadina curator of global shapers bandar seri begawan hub brunei made her presentation in the panel discussion session in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2611,mr cho ming xiu founder and executive director campus psy limited singapore made his presentation in the panel discussion in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2612,glimpses from the special address delivered by ms vijay thakur singh secretary east ministry of external affairs govt of india in the asean india youth dialogue virtual organised by india foundation video link,en,[]
2613,ms vijay thakur singh secretary east ministry of external affairs govt of india delivered the special address in the asean india youth dialogue via video conferencing organised by india foundation video link,en,[]
2614,ashta laxmi rise to the occassion all the north eastern states seem to be well prepared to take on the covid pandemic challenge an article by mr rohit kumar research fellow india foundation amp ms published in,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}, {'screen_name': 'eorganiser', 'name': 'organiser weekly', 'id': '381891557'}]"
2615,amb pham sanh chau ambassador of vietnam to india delivered the keynote address in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2616,shri v muraleedharan hon ble minister of state for external affairs govt of india delivered the valedictory address in asean india youth dialogue virtual organised by india foundation where young delegates from india amp all asean countries participated,en,"[{'screen_name': 'vmbjp', 'name': 'v muraleedharan / വി മുരളീധരൻ', 'id': '78312924'}, {'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
2617,watch live now shri v muraleedharan hon ble minister of state for external affairs govt of india is delivering the valedictory address in asean india youth dialogue via video conferencing organised by india foundation,en,"[{'screen_name': 'vmbjp', 'name': 'v muraleedharan / വി മുരളീധരൻ', 'id': '78312924'}, {'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
2618,watch live now amb pham sanh chau ambassador of vietnam to india is delivering the keynote address in the asean india youth dialogue via video conferencing organised by india foundation,en,"[{'screen_name': 'delhiembassy', 'name': 'vietnam embassy delhi', 'id': '998881669917626370'}]"
2619,watch live now on india foundation s youtube channel session proceedings on day of asean india youth dialogue where delegates from india amp all asean countries are participating,en,[]
2620,rt sh ram madhav member board of governors india foundation will deliver the inaugural address for the fi,en,"[{'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}]"
2621,on rd and final day of india foundation s asean india youth dialogue amb pham sanh chau ambassador of vietnam to india will deliver the keynote address via video conferencing,en,[]
2622,on rd and final day of india foundation s asean india youth dialogue virtual shri v muraleedharan hon ble minister of state for external affairs govt of india will deliver the valedictory address in the youth dialogue via video conferencing,en,"[{'screen_name': 'vmbjp', 'name': 'v muraleedharan / വി മുരളീധരൻ', 'id': '78312924'}, {'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
2623,on rd and final day of india foundation s asean india youth dialogue delegates from asean countries amp india will participate in asean india youth dialogue via video conferencing today evening from hrs ist watch live program schedule,en,[]
2624,india foundation invites you to the india foundation web dialogue on managing the covid pandemic experiences from the neighbourhood on june speakers md shahriar alam ms fawzia koofi dr seetha arambepola registration link,en,[]
2625,invitation india foundation invites you to the india foundation web dialogue on learning from neighbours managing the covid pandemic on june speakers md shahriar alam ms fawzia koofi dr seetha arambepola registration link,en,[]
2626,amb javed ashraf high commissioner of india to singapore delivered the keynote address in the asean india youth dialogue via video conferencing organised by india foundation where delegates from india amp all asean countries are participating,en,"[{'screen_name': 'indiainsingapor', 'name': 'india in singapore', 'id': '877337100'}]"
2627,mr praket arya senior research fellow india foundation made his presentation in the nd panel discussion in the asean india youth dialogue via video conferencing,en,[]
2628,watch live now amb javed ashraf high commissioner of india to singapore is delivering the keynote address in asean india youth dialogue organised by india foundation where delegates from india amp all asean countries are participating,en,"[{'screen_name': 'indiainsingapor', 'name': 'india in singapore', 'id': '877337100'}]"
2629,ms myat myat mon myanmar made her presentation in the nd panel discussion in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2630,mr sebastian partogi journalist indonesia made his presentation in nd panel discussion in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2631,ms minh anh nguyen vietnam made her presentation in nd panel discussion in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2632,watch live now nd panel discussion in the asean india youth dialogue being organised by india foundation via video conferencing,en,[]
2633,dr piyanat soikham assistant to the president for academic affairs ubon ratchathani university thailand made his presentation in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2634,ms shristi pukhrem senior research fellow india foundation moderated the nd panel discussion in the asean india youth dialogue being organised by india foundation via video conferencing delegates from india amp all asean countries are participating in the,en,[]
2635,amb sidharto reja suryodipuro ambassador of indonesia to india delivered the keynote address in the asean india youth dialogue via video conferencing organised by india foundation,en,"[{'screen_name': 'suryodipuro', 'name': 'sidharto suryodipuro', 'id': '11390892'}, {'screen_name': 'kbri_newdelhi', 'name': 'indonesianembassy nd', 'id': '475056285'}]"
2636,watch live the sessions of day on india foundation s youtube channel delegates from india amp all asean countries are participating in the asean india youth dialogue video link,en,[]
2637,watch live now amb sidharto reja suryodipuro is delivering the keynote address in the asean india youth dialogue via video conferencing organised by india foundation where delegates from india amp all asean countries are participating,en,"[{'screen_name': 'suryodipuro', 'name': 'sidharto suryodipuro', 'id': '11390892'}]"
2638,shri national general secretary bjp amp member board of governors delivered inaugural address in asean india youth dialogue virtual delegates from india amp all asean countries are participating in days video link,en,[]
2639,program schedule of day of the asean india youth dialogue today amb sidharto reja suryodipuro ambassador of indonesia to india amp amb javed ashraf high commissioner of india to singapore will deliver the keynote address,en,"[{'screen_name': 'suryodipuro', 'name': 'sidharto suryodipuro', 'id': '11390892'}]"
2640,,und,[]
2641,,und,[]
2642,on day of asean india youth dialogue being organised by india foundation via video conferencing amb sidharto reja suryodipuro ambassador of indonesia to india amp amb javed ashraf high commissioner of india to singapore will deliver keynote address,en,"[{'screen_name': 'suryodipuro', 'name': 'sidharto suryodipuro', 'id': '11390892'}]"
2643,,und,[]
2644,,und,[]
2645,,und,[]
2646,glimpses from day of the asean india youth dialogue organised by india foundation via video conferencing where a total of delegates from india amp all asean countries participated in an engaging discussions amp made thier insightful presentations,en,[]
2647,ms soumya aggarwal ceo amp co founder igenplus spoke in the first panel discussion in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2648,ms lim houng sakura cambodia spoke in the first panel discussion in the asean india youth dialogue via video conferencing organised by india foundation,en,[]
2649,mr chong tong sheng malaysia made his presentation in the first panel discussion in the asean india youth dialogue via video conferencing,en,[]
2650,,und,[]
2651,,und,[]
2652,,und,[]
2653,,und,[]
2654,ms ratih kumala author indonesia is speaking in the first panel discussion in the asean india youth dialogue via video conferencing,en,[]
2655,mr yong chang jun singapore is speaking in the first panel discussion on day of asean india youth dialogue via video conferencing,en,[]
2656,maj gen dhruv c katoch director india foundation welcomed all the indian and asean delegates who are participating in the asean india youth dialogue via video conferencing,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
2657,dr sonu trivedi director is moderating the st panel discussion in the asean india youth dialogue where delegates from india amp all asean countries are participating,en,"[{'screen_name': 'trivedi_sonu', 'name': 'sonu trivedi 소누 트리베디', 'id': '2901631879'}, {'screen_name': 'iccseoul', 'name': 'iccr in republic of korea 주한인도문화원, 주한인도대사관', 'id': '954153029606912000'}]"
2658,,und,[]
2659,shri ram madhav national general secretary bjp and member board of governors india foundation delivered the inaugural address in the asean india youth dialogue organised by india foundation where delegates from india amp all asean countries are participating,en,[]
2660,watch live now shri ram madhav national general secretary bjp and member board of governors india foundation is delivering the inaugural address in the asean india youth dialogue via video conferencing,en,[]
2661,join us live in the asean india youth dialogue where delegates from india and all asean countries are participating in the youth dialogue live youtube video link,en,[]
2662,,und,[]
2663,,und,[]
2664,strategic engagement cornerstone of india australia ties news report in the tribune newspaper on india foundation web dialogue on india australia partnership in the indo pacific region,en,[]
2665,watch all the sessions of asean india youth dialogue live on india foundation s youtube channel india foundation s facebook page,en,[]
2666,watch all the sessions of asean india youth dialogue live on india foundation s youtube channel india foundation s facebook page,en,[]
2667,watch all the sessions of asean india youth dialogue live on india foundation s youtube channel india foundation s facebook page,en,[]
2668,watch all the sessions of asean india youth dialogue live on india foundation s youtube channel india foundation s facebook page program schedule,en,[]
2669,ms vijay thakur singh secretary east ministry of external affairs govt of india will deliver the special address today in the asean india youth dialogue via video conferencing where delegates from india amp all asean countries will participate,en,[]
2670,shri ram madhav national general secretary bjp and member board of governors india foundation will deliver the inaugural address today in the asean india youth dialogue virtual whr delegates from india amp all asean countries will participate,en,[]
2671,,und,[]
2672,b shruti rao research fellow india foundation amp assistant editor india foundation journal was invited as a speaker to speak on hinduism in contemporary indian foreign policy at department of international relations islamic university of indonesia,en,"[{'screen_name': 'bshrutirao', 'name': 'b shruti rao', 'id': '1206813505954799616'}, {'screen_name': 'hadzafadhli', 'name': 'hadza min fadhli r', 'id': '59797087'}]"
2673,day long virtual asean india youth dialogue is being organised by india foundation starting from tomorrow whr youth delegates from india amp all asean countries will participate here are d highlights from india foundation s st asean india youth summit,en,[]
2674,india foundation is hosting a virtual asean india youth dialogue starting from tomorrow whr youth delegates from india amp all asean countries will participate here are d highlights from india foundation s nd asean india youth summit in guwahati,en,[]
2675,admiral shekhar sinha member board of trustees india foundation participated in a panel discussion on rajya sabha tv on india australia first virtual summit video link,en,"[{'screen_name': 'shekhar19541', 'name': 'shekhar sinha', 'id': '2892872966'}, {'screen_name': 'rajyasabhatv', 'name': 'rajya sabha tv', 'id': '370573869'}]"
2676,watch the th episode of y talk on corona updates by shristi pukhrem in tete a tete in conversation with mr prabhakar pandey movie review by shout out section by,en,"[{'screen_name': 'churnlive', 'name': 'the churn', 'id': '2390918814'}, {'screen_name': 'shubhrastha', 'name': 'शुभ्रास्था (shubhrastha)', 'id': '544640536'}, {'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}, {'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
2677,,und,[]
2678,watch all the sessions of asean india youth dialogue live on india foundation s youtube channel india foundation s facebook page,en,[]
2679,amb sidharto reja suryodipuro ambassador of indonesia to india will deliver the keynote address in the asean india youth dialogue virtual being organised by india foundation on june,en,"[{'screen_name': 'suryodipuro', 'name': 'sidharto suryodipuro', 'id': '11390892'}, {'screen_name': 'kbri_newdelhi', 'name': 'indonesianembassy nd', 'id': '475056285'}]"
2680,amb pham sanh chau ambassador of vietnam to india will deliver the keynote address in the asean india youth dialogue virtual being organised by india foundation on june,en,[]
2681,ambassador javed ashraf high commissioner of india to singapore will deliver the keynote address in the asean india youth dialogue virtual being organised by india foundation on june,en,[]
2682,ms vijay thakur singh secretary east ministry of external affairs govt of india will deliver the special address in the asean india youth dialogue on june,en,[]
2683,shri v muraleedharan hon ble minister of state for external affairs govt of india will deliver the valedictory address on june in the asean india youth dialogue virtual being organised by india foundation,en,"[{'screen_name': 'vmbjp', 'name': 'v muraleedharan / വി മുരളീധരൻ', 'id': '78312924'}, {'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
2684,shri ram madhav national general secretary bjp and member board of governors india foundation will deliver the inaugural address in the asean india youth dialogue virtual on june,en,[]
2685,announcement program schedule virtual being organised by india foundation date june time hrs,en,[]
2686,,und,[]
2687,,und,[]
2688,,und,[]
2689,,und,[]
2690,,und,[]
2691,join india foundation on telegram for all updates and information link,en,[]
2692,pakistan s duplicitous games it is not uncommon for a state like pakistan which promotes terror across d world to cover its misdeeds by placing d blame on its neighbour writes maj gen dhruv c katoch director india foundation,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}, {'screen_name': 'indiavsdisinfo', 'name': 'india vs disinformation', 'id': '1189404297995280384'}]"
2693,glimpses from the q amp a session in today s india foundation web dialogue on india australia partnership in the indo pacific region,en,[]
2694,glimpses from today s india foundation web dialogue whr mr and mr gitesh sharma addressed the on india australia partnership in the indo pacific region the session was moderated by amb amar sinha,en,"[{'screen_name': 'barryofarrell', 'name': ""barry o'farrell"", 'id': '23403321'}, {'screen_name': 'hcicanberra', 'name': 'india in australia', 'id': '3221978462'}, {'screen_name': 'senseandc_sense', 'name': 'amar sinha, in', 'id': '2425075166'}]"
2695,h e mr gitesh sharma high commissioner of india to australia addressed the india foundation dialogue via video conferencing on india australia partnership in the indo pacific region and interacted with the participants in a engaging q amp a session,en,"[{'screen_name': 'hcicanberra', 'name': 'india in australia', 'id': '3221978462'}]"
2696,h e mr barry o farrell high commissioner of australia to india addressed the india foundation dialogue via video conferencing on india australia partnership in the indo pacific region and interacted with the participants in a very engaging q amp a session,en,"[{'screen_name': 'barryofarrell', 'name': ""barry o'farrell"", 'id': '23403321'}]"
2697,impact of covid on the countries of indian ocean region a report authored by siddharth singh amp deeksha goel senior research fellow india foundation,en,"[{'screen_name': 'goeldeeksha', 'name': 'deeksha goel', 'id': '603797876'}]"
2698,rt bihar young thinkers forum is organising its first ever virtual meet on june on the theme of bihar the road,en,"[{'screen_name': 'iguruprakash', 'name': 'guru prakash paswan', 'id': '83205168'}]"
2699,invitation tomorrow at am india foundation dialogue on india australia partnership in indo pacific region moderated by amb amar sinha speakers h e barry o farrell high commissioner of australia to india h e a gitesh sharma high commissioner of india to australia,en,[]
2700,shri v muraleedharan hon ble minister of state for external affairs govt of india will deliver the valedictory address in the asean india youth dialogue virtual being organised by india foundation via video conferencing on june,en,"[{'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
2701,ms vijay thakur singh secretary east ministry of external affairs govt of india will deliver the special address in the asean india youth dialogue virtual being organised by india foundation via video conferencing on june,en,[]
2702,h e mr javed ashraf high commissioner of india to singapore will be a speaker in the asean india youth dialogue virtual being organised by india foundation via video conferencing on june,en,"[{'screen_name': 'indiainsingapor', 'name': 'india in singapore', 'id': '877337100'}]"
2703,shri ram madhav national general secretary bjp and member board of governors india foundation will deliver the inaugural address in the asean india youth dialogue being organised by india foundation via video conferencing on june,en,[]
2704,h e mr sidharto reja suryodipuro ambassador of indonesia to india will be a speaker in the asean india youth dialogue virtual being organised by india foundation on june,en,"[{'screen_name': 'suryodipuro', 'name': 'sidharto suryodipuro', 'id': '11390892'}]"
2705,h e mr pham sanh chau ambassador of vietnam to india will be a speaker in the asean india youth dialogue virtual being organised by india foundation on june,en,[]
2706,interview of shri ram madhav member board of governors india foundation with ms tanya spisbah director on india amp australia strategic partners in shifting indo pacific video link,en,"[{'screen_name': 'aiidelhi', 'name': 'australia india institute, delhi', 'id': '3246807079'}]"
2707,listen to a very thought provoking on with amb amb lt gen devraj anbu amp amb as speakers and the session is moderated by shri,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2708,thiruvalluvar s importance to myanmar writes mr sudarshan ramabadran senior research fellow india foundation,en,"[{'screen_name': 'sudarshanr108', 'name': 'sudarshan ramabadran', 'id': '2662253353'}]"
2709,shri v muraleedharan hon ble minister of state for external affairs govt of india will deliver the valedictory address in the asean india youth dialogue being organised by india foundation via video conferencing registration link,en,"[{'screen_name': 'vmbjp', 'name': 'v muraleedharan / വി മുരളീധരൻ', 'id': '78312924'}, {'screen_name': 'mos_mea', 'name': 'v. muraleedharan', 'id': '1137953360462532608'}]"
2710,announcement india foundation is organising the asean india youth dialogue virtual june speakers shri v muraleedharan shri ram madhav ms vijay thakur singh amb javed ashraf amb pham sanh chau amb sidharto reja suryodipuro registration link,en,[]
2711,we are percent of world s population yet if u look at rate of d affected people in india it is very low sh member board of governors india foundation in his interview with video link of full interview,en,"[{'screen_name': 'bbchardtalk', 'name': 'bbc hardtalk', 'id': '19717082'}, {'screen_name': 'stephensackur', 'name': 'stephen sackur', 'id': '236453099'}]"
2712,india foundation dialogue on india australia partnership in indo pacific region moderated by amb amar sinha speakers h e barry o farrell high commissioner of australia to india h e a gitesh sharma high commissioner of india to australia registration,en,[]
2713,wolf warrior diplomacy besieged with multiple problems xi seems to be returning to mao s red book an article by shri ram madhav member board of governors india foundation published in today s newspaper article link,en,"[{'screen_name': 'indianexpress', 'name': 'the indian express', 'id': '38647512'}]"
2714,rt please rsvp if interested to join this important event that will highlight the outcomes from the virtual meeting between,en,[]
2715,invitation india foundation web dialogue on india australia partnership in the indo pacific region speakers h e barry o farrell high commissioner of australia to india h e a gitesh sharma high commissioner of india to australia registration,en,[]
2716,billion people of india are united amp together in d fight against corona virus pandemic says shri ram madhav member board of governors india foundation in his interview with video link of full interview,en,"[{'screen_name': 'bbchardtalk', 'name': 'bbc hardtalk', 'id': '19717082'}, {'screen_name': 'stephensackur', 'name': 'stephen sackur', 'id': '236453099'}]"
2717,india australia relations what to expect from the modi morrison virtual summit an article by ms shristi pukhrem senior research fellow india foundation and mr siddharth singh published on the diplomat,en,"[{'screen_name': 'diplomat_apac', 'name': 'the diplomat', 'id': '39922594'}]"
2718,shri ram madhav member board of governors india foundation will deliver special address on migrant labour concerns amp challenges in samvad series organised by ugc women s studies center amp post graduate dept of law patna university live video link,en,[]
2719,listen to the where we bring to you a panel discussion on india china border issues with amb amb lt gen devraj anbu and amb as speakers and the session is moderated by shri,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2720,interview of shri ram madhav member board of governors india foundation with mr on india s covid response video link,en,"[{'screen_name': 'bbchardtalk', 'name': 'bbc hardtalk', 'id': '19717082'}, {'screen_name': 'stephensackur', 'name': 'stephen sackur', 'id': '236453099'}]"
2721,delimitation of constituencies a vital necessity in j amp k an article by prof k n pandita former director of the centre of central asian studies kashmir university srinagar,en,[]
2722,glimpses from today s india foundation web dialogue where amb amb lt gen devraj anbu and amb spoke in the panel discussion on various aspects of india china border issues,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2723,india foundation organised the india foundation web dialogue via video conferencing where amb amb lt gen devraj anbu and amb spoke on india china border issues the panel discussion was followed by an engaging q amp a session,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2724,glimpses from a very informative amp engaging panel discussion via video conferencing where shri discussed various aspects of india china border issues with amb amb lt gen devraj anbu amp amb,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2725,india foundation web dialogue panel discussion on india china border issues shri ram madhav amb ashok kantha amb gautam bambawale lt gen devraj anbu amb p stobdan,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2726,listen to the where amb harsh vardhan shringla foreign secretary govt of india spells out the efforts being made by the ministry of external affairs to deal with the corona virus pandemic,en,"[{'screen_name': 'harshvshringla', 'name': 'harsh v shringla', 'id': '4817560872'}, {'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}]"
2727,on watch ms in conversation with mr manish mundra in tete a tete section of th episode of which is dedicated to india s frontline corona warriors video link of y talks,en,"[{'screen_name': 'churnlive', 'name': 'the churn', 'id': '2390918814'}, {'screen_name': 'shubhrastha', 'name': 'शुभ्रास्था (shubhrastha)', 'id': '544640536'}, {'screen_name': 'manmundra', 'name': 'manish mundra', 'id': '22355311'}]"
2728,today evening at pm onwards india foundation web dialogue via video conferencing on india china border issues speakers amb amb lt gen devraj anbu amb,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2729,announcement india foundation is organising the asean india youth dialogue via video conferencing on june registration is open for participation in the youth dialogue registration link,en,[]
2730,ms lalitha kumaramangalam director india foundation amp admiral shekhar sinha member board of trustees india foundation will be speakers in webinar on non traditional security renewed focus in post covid world organised by,en,"[{'screen_name': 'kumaramangalaml', 'name': 'lalitha kumaramangalam', 'id': '1117834159186014208'}, {'screen_name': 'shekhar19541', 'name': 'shekhar sinha', 'id': '2892872966'}, {'screen_name': 'icwa_newdelhi', 'name': 'icwa', 'id': '277438010'}]"
2731,india foundation web dialogue via video conferencing on india china border issues speakers amb amb lt gen devraj anbu amb date june time pm onwards registration link,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2732,amb p stobdan former indian ambassador will be a speaker in the india foundation web dialogue on india china border issues on june at pm registration link,en,"[{'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
2733,lt gen devraj anbu former vice chief of army staff will be a speaker in the india foundation web dialogue on india china border issues on june at pm registration link,en,[]
2734,amb gautam bambawale former indian ambassador to china amp pakistan will be a speaker in the india foundation web dialogue on india china border issues on june at pm,en,"[{'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}]"
2735,amb ashok k kantha director institute of chinese studies and former indian ambassador to china will be a speaker in the india foundation web dialogue on india china border issues on june at pm registration link,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'ics_delhi', 'name': 'institute of chinese studies(中国研究所)', 'id': '1428109148'}]"
2736,watch the th episode of y talks on dedicated to the frontline corona warriors in conversation with who has been at the forefront in the fight against corona virus pandemic video link of,en,"[{'screen_name': 'churnlive', 'name': 'the churn', 'id': '2390918814'}, {'screen_name': 'shubhrastha', 'name': 'शुभ्रास्था (shubhrastha)', 'id': '544640536'}, {'screen_name': 'manmundra', 'name': 'manish mundra', 'id': '22355311'}]"
2737,china s vulnerabilities are increasing an article by admiral shekhar sinha member board of trustees india foundation published in the sunday guardian newspaper article link,en,"[{'screen_name': 'shekhar19541', 'name': 'shekhar sinha', 'id': '2892872966'}, {'screen_name': 'sundayguardian', 'name': 'the sunday guardian', 'id': '24143188'}]"
2738,india foundation invites you to the via video conferencing on india china border issues speakers amb amb lt gen devraj anbu amb date june time pm onwards registration link,en,"[{'screen_name': 'ashokkkantha', 'name': 'ashokkantha', 'id': '635425796'}, {'screen_name': 'gbambawale', 'name': 'gautam bambawale', 'id': '1235417573560205313'}, {'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
